shelf_id,floor,x,y
Shelf_998,3F,44,4
Shelf_999,3F,30,4
Shelf_1000,2F,32,4
Shelf_1001,2F,36,17
Shelf_1002,3F,39,10
Shelf_1003,2F,48,4
Shelf_1004,2F,28,5
Shelf_1005,3F,31,17
Shelf_1006,2F,41,9
Shelf_1007,2F,33,20
Shelf_1008,2F,32,9
Shelf_1009,2F,18,16
Shelf_1010,2F,54,17
Shelf_1011,3F,42,10
Shelf_1012,2F,45,10
Shelf_1013,2F,30,4
Shelf_1014,2F,38,24
Shelf_1015,3F,9,16
Shelf_1016,3F,10,17
Shelf_1017,2F,21,21
Shelf_1018,3F,31,18
Shelf_1019,3F,40,18
Shelf_1020,3F,45,23
Shelf_1021,2F,18,4
Shelf_1022,2F,30,21
Shelf_1023,3F,48,12
Shelf_1024,2F,17,2
Shelf_1025,2F,42,24
Shelf_1026,3F,42,2
Shelf_1027,2F,42,13
Shelf_1028,3F,36,14
Shelf_1029,3F,55,5
Shelf_1030,3F,51,2
Shelf_1031,2F,42,12
Shelf_1032,2F,37,8
Shelf_1033,3F,16,5
Shelf_1034,2F,55,10
Shelf_1035,2F,18,5
Shelf_1036,3F,28,4
Shelf_1037,2F,41,23
Shelf_1038,2F,36,24
Shelf_1039,3F,36,28
Shelf_1040,3F,53,4
Shelf_1041,2F,18,18
Shelf_1042,2F,9,24
Shelf_1043,2F,56,21
Shelf_1044,3F,26,5
Shelf_1045,3F,18,8
Shelf_1046,2F,19,20
Shelf_1047,3F,26,17
Shelf_1048,2F,35,16
Shelf_1049,2F,55,4
Shelf_1050,2F,22,2
Shelf_1051,2F,33,27
Shelf_1052,2F,21,13
Shelf_1053,3F,26,13
Shelf_1054,3F,54,14
Shelf_1055,3F,39,4
Shelf_1056,2F,31,6
Shelf_1057,3F,27,18
Shelf_1058,2F,42,17
Shelf_1059,3F,38,24
Shelf_1060,2F,18,2
Shelf_1061,3F,48,4
Shelf_1062,3F,16,14
Shelf_1063,3F,22,10
Shelf_1064,3F,8,13
Shelf_1065,3F,55,4
Shelf_1066,3F,45,14
Shelf_1067,3F,33,9
Shelf_1068,2F,55,23
Shelf_1069,3F,42,14
Shelf_1070,2F,28,27
Shelf_1071,3F,32,28
Shelf_1072,2F,10,10
Shelf_1073,3F,37,27
Shelf_1074,2F,38,23
Shelf_1075,3F,29,24
Shelf_1076,3F,28,21
Shelf_1077,3F,30,30
Shelf_1078,3F,16,6
Shelf_1079,3F,57,4
Shelf_1080,2F,26,5
Shelf_1081,2F,23,10
Shelf_1082,3F,53,23
Shelf_1083,2F,8,12
Shelf_1084,3F,49,4
Shelf_1085,2F,48,1
Shelf_1086,2F,55,12
Shelf_1087,2F,49,21
Shelf_1088,3F,36,24
Shelf_1089,2F,56,20
Shelf_1090,3F,10,9
Shelf_1091,2F,59,7
Shelf_1092,2F,16,10
Shelf_1093,2F,15,4
Shelf_1094,2F,41,8
Shelf_1095,2F,41,17
Shelf_1096,2F,13,8
Shelf_1097,2F,53,21
Shelf_1098,3F,32,8
Shelf_1099,3F,32,6
Shelf_1100,3F,28,28
Shelf_1101,3F,27,10
Shelf_1102,2F,27,20
Shelf_1103,2F,33,9
Shelf_1104,2F,28,20
Shelf_1105,2F,30,10
Shelf_1106,3F,35,2
Shelf_1107,2F,31,4
Shelf_1108,3F,19,20
Shelf_1109,2F,32,2
Shelf_1110,3F,50,4
Shelf_1111,2F,32,23
Shelf_1112,2F,9,5
Shelf_1113,3F,50,13
Shelf_1114,2F,40,28
Shelf_1115,2F,15,1
Shelf_1116,3F,11,5
Shelf_1117,2F,32,26
Shelf_1118,2F,9,23
Shelf_1119,2F,19,21
Shelf_1120,3F,42,5
Shelf_1121,2F,50,16
Shelf_1122,3F,18,5
Shelf_1123,3F,11,21
Shelf_1124,3F,13,2
Shelf_1125,2F,48,8
Shelf_1126,2F,19,18
Shelf_1127,2F,46,10
Shelf_1128,2F,18,14
Shelf_1129,2F,50,4
Shelf_1130,3F,12,9
Shelf_1131,2F,40,10
Shelf_1132,2F,28,9
Shelf_1133,2F,28,26
Shelf_1134,2F,12,6
Shelf_1135,2F,36,10
Shelf_1136,3F,50,23
Shelf_1137,3F,30,13
Shelf_1138,3F,24,24
Shelf_1139,2F,10,17
Shelf_1140,3F,33,21
Shelf_1141,3F,42,26
Shelf_1142,3F,11,1
Shelf_1143,2F,47,21
Shelf_1144,3F,39,9
Shelf_1145,2F,11,10
Shelf_1146,2F,14,18
Shelf_1147,2F,38,1
Shelf_1148,3F,46,5
Shelf_1149,3F,23,14
Shelf_1150,3F,12,2
Shelf_1151,3F,15,10
Shelf_1152,2F,36,16
Shelf_1153,2F,30,12
Shelf_1154,3F,33,23
Shelf_1155,2F,31,26
Shelf_1156,2F,15,12
Shelf_1157,2F,44,2
Shelf_1158,2F,36,5
Shelf_1159,3F,39,20
Shelf_1160,2F,47,12
Shelf_1161,3F,49,18
Shelf_1162,2F,48,2
Shelf_1163,2F,16,14
Shelf_1164,2F,39,16
Shelf_1165,3F,12,13
Shelf_1166,3F,22,9
Shelf_1167,2F,35,27
Shelf_1168,2F,27,21
Shelf_1169,2F,47,10
Shelf_1170,2F,54,14
Shelf_1171,3F,22,18
Shelf_1172,3F,45,24
Shelf_1173,2F,11,17
Shelf_1174,3F,33,27
Shelf_1175,2F,10,16
Shelf_1176,3F,19,18
Shelf_1177,3F,46,24
Shelf_1178,2F,8,20
Shelf_1179,3F,20,1
Shelf_1180,3F,9,14
Shelf_1181,3F,28,16
Shelf_1182,3F,47,12
Shelf_1183,3F,19,10
Shelf_1184,2F,24,6
Shelf_1185,3F,40,14
Shelf_1186,2F,44,18
Shelf_1187,3F,32,30
Shelf_1188,3F,18,17
Shelf_1189,3F,56,2
Shelf_1190,3F,32,9
Shelf_1191,3F,40,27
Shelf_1192,2F,35,10
Shelf_1193,2F,52,1
Shelf_1194,3F,49,14
Shelf_1195,3F,57,12
Shelf_1196,2F,53,16
Shelf_1197,2F,42,10
Shelf_1198,3F,59,16
Shelf_1199,2F,16,5
Shelf_1200,2F,40,2
Shelf_1201,2F,48,10
Shelf_1202,2F,24,18
Shelf_1203,3F,46,10
Shelf_1204,2F,16,4
Shelf_1205,3F,59,21
Shelf_1206,2F,23,5
Shelf_1207,2F,28,6
Shelf_1208,3F,47,24
Shelf_1209,3F,39,14
Shelf_1210,2F,59,25
Shelf_1211,2F,14,2
Shelf_1212,3F,10,20
Shelf_1213,3F,26,4
Shelf_1214,3F,13,17
Shelf_1215,3F,16,9
Shelf_1216,3F,20,17
Shelf_1217,3F,39,8
Shelf_1218,3F,43,1
Shelf_1219,3F,32,24
Shelf_1220,3F,59,12
Shelf_1221,3F,56,23
Shelf_1222,3F,40,4
Shelf_1223,2F,12,9
Shelf_1224,2F,21,12
Shelf_1225,3F,44,23
Shelf_1226,2F,57,8
Shelf_1227,3F,49,24
Shelf_1228,2F,24,9
Shelf_1229,2F,18,10
Shelf_1230,2F,46,2
Shelf_1231,2F,33,23
Shelf_1232,3F,42,23
Shelf_1233,3F,40,20
Shelf_1234,3F,39,12
Shelf_1235,2F,8,4
Shelf_1236,2F,41,4
Shelf_1237,2F,20,10
Shelf_1238,2F,59,22
Shelf_1239,2F,22,8
Shelf_1240,2F,27,8
Shelf_1241,2F,59,17
Shelf_1242,2F,47,1
Shelf_1243,3F,20,6
Shelf_1244,2F,18,13
Shelf_1245,2F,21,17
Shelf_1246,2F,11,8
Shelf_1247,2F,54,23
Shelf_1248,3F,18,13
Shelf_1249,2F,28,23
Shelf_1250,3F,56,6
Shelf_1251,2F,56,18
Shelf_1252,3F,42,4
Shelf_1253,3F,52,4
Shelf_1254,3F,13,8
Shelf_1255,3F,21,21
Shelf_1256,2F,55,6
Shelf_1257,2F,21,6
Shelf_1258,3F,22,23
Shelf_1259,2F,40,30
Shelf_1260,3F,9,1
Shelf_1261,3F,28,13
Shelf_1262,2F,12,13
Shelf_1263,2F,39,28
Shelf_1264,2F,38,8
Shelf_1265,3F,19,12
Shelf_1266,2F,38,21
Shelf_1267,3F,9,6
Shelf_1268,2F,49,5
Shelf_1269,2F,18,21
Shelf_1270,2F,17,1
Shelf_1271,2F,10,14
Shelf_1272,3F,25,30
Shelf_1273,2F,29,13
Shelf_1274,3F,28,24
Shelf_1275,3F,57,1
Shelf_1276,3F,36,30
Shelf_1277,3F,37,6
Shelf_1278,3F,23,23
Shelf_1279,3F,30,21
Shelf_1280,2F,48,24
Shelf_1281,3F,33,10
Shelf_1282,3F,37,14
Shelf_1283,3F,31,24
Shelf_1284,2F,11,14
Shelf_1285,2F,10,6
Shelf_1286,3F,35,10
Shelf_1287,2F,12,21
Shelf_1288,3F,26,28
Shelf_1289,2F,54,16
Shelf_1290,2F,9,21
Shelf_1291,2F,51,1
Shelf_1292,3F,31,20
Shelf_1293,2F,35,17
Shelf_1294,2F,53,23
Shelf_1295,2F,26,16
Shelf_1296,2F,21,8
Shelf_1297,3F,38,13
Shelf_1298,3F,46,8
Shelf_1299,3F,39,27
Shelf_1300,2F,14,5
Shelf_1301,3F,55,17
Shelf_1302,3F,59,23
Shelf_1303,3F,28,20
Shelf_1304,2F,37,14
Shelf_1305,3F,24,20
Shelf_1306,2F,42,8
Shelf_1307,2F,34,2
Shelf_1308,2F,37,30
Shelf_1309,2F,37,1
Shelf_1310,2F,45,20
Shelf_1311,3F,8,5
Shelf_1312,3F,31,13
Shelf_1313,2F,8,13
Shelf_1314,3F,21,14
Shelf_1315,2F,14,4
Shelf_1316,2F,45,24
Shelf_1317,3F,11,10
Shelf_1318,3F,30,20
Shelf_1319,3F,38,1
Shelf_1320,3F,16,24
Shelf_1321,2F,29,2
Shelf_1322,2F,9,12
Shelf_1323,3F,50,8
Shelf_1324,3F,15,14
Shelf_1325,3F,28,1
Shelf_1326,3F,26,24
Shelf_1327,3F,53,5
Shelf_1328,3F,50,6
Shelf_1329,2F,55,20
Shelf_1330,2F,50,8
Shelf_1331,2F,29,14
Shelf_1332,2F,26,18
Shelf_1333,2F,55,1
Shelf_1334,3F,59,3
Shelf_1335,3F,32,21
Shelf_1336,3F,31,4
Shelf_1337,2F,47,16
Shelf_1338,3F,13,5
Shelf_1339,2F,48,17
Shelf_1340,3F,53,6
Shelf_1341,2F,57,2
Shelf_1342,3F,55,8
Shelf_1343,3F,24,8
Shelf_1344,2F,49,13
Shelf_1345,2F,21,4
Shelf_1346,3F,35,18
Shelf_1347,3F,30,5
Shelf_1348,3F,26,8
Shelf_1349,2F,31,27
Shelf_1350,3F,24,16
Shelf_1351,3F,53,13
Shelf_1352,3F,32,26
Shelf_1353,2F,26,17
Shelf_1354,2F,41,5
Shelf_1355,2F,46,8
Shelf_1356,2F,22,12
Shelf_1357,3F,9,2
Shelf_1358,3F,18,16
Shelf_1359,3F,40,5
Shelf_1360,3F,50,12
Shelf_1361,3F,39,2
Shelf_1362,3F,14,24
Shelf_1363,2F,36,18
Shelf_1364,2F,45,1
Shelf_1365,3F,13,12
Shelf_1366,3F,48,14
Shelf_1367,3F,42,30
Shelf_1368,3F,46,14
Shelf_1369,2F,10,13
Shelf_1370,2F,37,21
Shelf_1371,3F,16,2
Shelf_1372,3F,10,21
Shelf_1373,3F,21,23
Shelf_1374,2F,11,21
Shelf_1375,3F,40,6
Shelf_1376,2F,41,28
Shelf_1377,2F,10,9
Shelf_1378,3F,22,4
Shelf_1379,2F,16,21
Shelf_1380,2F,50,14
Shelf_1381,3F,30,23
Shelf_1382,3F,11,24
Shelf_1383,3F,11,16
Shelf_1384,3F,26,2
Shelf_1385,2F,57,13
Shelf_1386,2F,59,13
Shelf_1387,2F,53,14
Shelf_1388,2F,18,23
Shelf_1389,2F,57,20
Shelf_1390,2F,49,16
Shelf_1391,3F,41,6
Shelf_1392,2F,24,23
Shelf_1393,2F,38,28
Shelf_1394,3F,44,21
Shelf_1395,3F,53,12
Shelf_1396,2F,36,30
Shelf_1397,3F,15,20
Shelf_1398,3F,14,18
Shelf_1399,2F,8,5
Shelf_1400,2F,46,21
Shelf_1401,3F,14,20
Shelf_1402,3F,49,17
Shelf_1403,2F,49,24
Shelf_1404,2F,16,20
Shelf_1405,3F,46,17
Shelf_1406,2F,21,14
Shelf_1407,2F,13,24
Shelf_1408,2F,29,24
Shelf_1409,3F,30,28
Shelf_1410,2F,24,13
Shelf_1411,3F,44,5
Shelf_1412,2F,32,10
Shelf_1413,3F,20,23
Shelf_1414,2F,16,9
Shelf_1415,3F,50,5
Shelf_1416,2F,31,23
Shelf_1417,2F,16,8
Shelf_1418,2F,19,17
Shelf_1419,2F,46,5
Shelf_1420,3F,46,2
Shelf_1421,2F,35,12
Shelf_1422,3F,59,20
Shelf_1423,2F,39,4
Shelf_1424,3F,46,13
Shelf_1425,3F,13,4
Shelf_1426,3F,52,12
Shelf_1427,2F,35,24
Shelf_1428,2F,35,14
Shelf_1429,3F,59,22
Shelf_1430,3F,11,8
Shelf_1431,3F,31,2
Shelf_1432,3F,33,5
Shelf_1433,2F,40,16
Shelf_1434,2F,23,16
Shelf_1435,3F,16,21
Shelf_1436,2F,52,5
Shelf_1437,3F,41,26
Shelf_1438,2F,27,5
Shelf_1439,2F,52,16
Shelf_1440,3F,12,24
Shelf_1441,3F,55,14
Shelf_1442,3F,10,16
Shelf_1443,2F,57,18
Shelf_1444,3F,50,18
Shelf_1445,2F,33,8
Shelf_1446,2F,32,27
Shelf_1447,3F,23,20
Shelf_1448,2F,26,4
Shelf_1449,3F,49,10
Shelf_1450,3F,14,13
Shelf_1451,2F,19,16
Shelf_1452,2F,59,24
Shelf_1453,3F,9,23
Shelf_1454,3F,31,14
Shelf_1455,3F,17,1
Shelf_1456,2F,40,12
Shelf_1457,3F,55,2
Shelf_1458,2F,20,18
Shelf_1459,3F,14,1
Shelf_1460,2F,22,23
Shelf_1461,2F,30,13
Shelf_1462,2F,13,13
Shelf_1463,2F,20,17
Shelf_1464,3F,34,1
Shelf_1465,3F,55,16
Shelf_1466,2F,31,20
Shelf_1467,3F,15,21
Shelf_1468,3F,36,13
Shelf_1469,2F,23,4
Shelf_1470,2F,19,23
Shelf_1471,2F,21,1
Shelf_1472,3F,45,1
Shelf_1473,3F,22,8
Shelf_1474,3F,35,20
Shelf_1475,3F,46,21
Shelf_1476,2F,56,5
Shelf_1477,2F,52,6
Shelf_1478,3F,27,12
Shelf_1479,3F,44,13
Shelf_1480,2F,47,20
Shelf_1481,3F,19,6
Shelf_1482,3F,56,18
Shelf_1483,2F,57,16
Shelf_1484,2F,15,16
Shelf_1485,3F,30,24
Shelf_1486,2F,26,21
Shelf_1487,2F,54,6
Shelf_1488,3F,26,30
Shelf_1489,3F,10,18
Shelf_1490,3F,47,6
Shelf_1491,2F,39,23
Shelf_1492,2F,39,6
Shelf_1493,2F,14,6
Shelf_1494,2F,12,16
Shelf_1495,3F,35,14
Shelf_1496,2F,37,4
Shelf_1497,2F,15,13
Shelf_1498,2F,12,1
Shelf_1499,3F,41,2
Shelf_1500,2F,23,6
Shelf_1501,3F,57,23
Shelf_1502,3F,13,21
Shelf_1503,3F,49,12
Shelf_1504,3F,9,21
Shelf_1505,2F,42,28
Shelf_1506,3F,54,2
Shelf_1507,2F,49,1
Shelf_1508,2F,46,16
Shelf_1509,3F,59,25
Shelf_1510,2F,53,6
Shelf_1511,3F,42,13
Shelf_1512,2F,28,30
Shelf_1513,2F,37,17
Shelf_1514,3F,59,19
Shelf_1515,2F,56,4
Shelf_1516,2F,30,30
Shelf_1517,2F,53,20
Shelf_1518,3F,23,24
Shelf_1519,2F,21,10
Shelf_1520,3F,41,20
Shelf_1521,3F,10,4
Shelf_1522,3F,40,28
Shelf_1523,2F,50,6
Shelf_1524,3F,23,4
Shelf_1525,3F,36,2
Shelf_1526,2F,44,4
Shelf_1527,3F,28,9
Shelf_1528,3F,33,28
Shelf_1529,3F,8,2
Shelf_1530,3F,19,16
Shelf_1531,3F,13,23
Shelf_1532,2F,52,21
Shelf_1533,3F,55,6
Shelf_1534,2F,30,20
Shelf_1535,2F,52,12
Shelf_1536,2F,49,23
Shelf_1537,3F,37,23
Shelf_1538,3F,33,16
Shelf_1539,2F,42,1
Shelf_1540,3F,15,5
Shelf_1541,3F,36,6
Shelf_1542,2F,39,9
Shelf_1543,3F,41,30
Shelf_1544,2F,30,8
Shelf_1545,2F,11,9
Shelf_1546,2F,50,13
Shelf_1547,3F,24,10
Shelf_1548,2F,20,20
Shelf_1549,3F,15,12
Shelf_1550,2F,30,1
Shelf_1551,2F,53,5
Shelf_1552,3F,31,5
Shelf_1553,2F,35,20
Shelf_1554,3F,27,8
Shelf_1555,2F,31,1
Shelf_1556,3F,21,20
Shelf_1557,3F,38,17
Shelf_1558,3F,21,4
Shelf_1559,3F,23,5
Shelf_1560,3F,42,12
Shelf_1561,2F,59,11
Shelf_1562,2F,21,24
Shelf_1563,2F,47,2
Shelf_1564,2F,55,9
Shelf_1565,3F,55,21
Shelf_1566,3F,56,14
Shelf_1567,3F,9,8
Shelf_1568,2F,29,4
Shelf_1569,3F,57,9
Shelf_1570,3F,54,6
Shelf_1571,3F,24,5
Shelf_1572,2F,57,17
Shelf_1573,2F,33,5
Shelf_1574,3F,27,4
Shelf_1575,2F,42,6
Shelf_1576,2F,57,6
Shelf_1577,2F,31,13
Shelf_1578,2F,37,23
Shelf_1579,3F,18,10
Shelf_1580,3F,38,23
Shelf_1581,3F,13,6
Shelf_1582,2F,18,1
Shelf_1583,3F,14,10
Shelf_1584,3F,14,5
Shelf_1585,2F,24,16
Shelf_1586,3F,30,1
Shelf_1587,3F,13,16
Shelf_1588,3F,39,5
Shelf_1589,2F,59,3
Shelf_1590,3F,47,18
Shelf_1591,3F,53,21
Shelf_1592,2F,26,24
Shelf_1593,3F,14,17
Shelf_1594,2F,11,1
Shelf_1595,2F,54,9
Shelf_1596,3F,54,12
Shelf_1597,3F,39,21
Shelf_1598,2F,36,4
Shelf_1599,2F,42,23
Shelf_1600,3F,29,14
Shelf_1601,3F,49,9
Shelf_1602,3F,18,6
Shelf_1603,2F,39,10
Shelf_1604,2F,48,14
Shelf_1605,3F,47,13
Shelf_1606,3F,32,5
Shelf_1607,2F,18,8
Shelf_1608,2F,29,30
Shelf_1609,2F,53,17
Shelf_1610,3F,12,14
Shelf_1611,3F,29,8
Shelf_1612,2F,54,5
Shelf_1613,3F,52,2
Shelf_1614,3F,21,16
Shelf_1615,2F,35,30
Shelf_1616,3F,46,20
Shelf_1617,2F,22,5
Shelf_1618,2F,14,23
Shelf_1619,2F,27,30
Shelf_1620,3F,47,8
Shelf_1621,2F,39,12
Shelf_1622,2F,27,12
Shelf_1623,2F,8,16
Shelf_1624,2F,39,24
Shelf_1625,2F,37,18
Shelf_1626,3F,21,18
Shelf_1627,2F,39,14
Shelf_1628,3F,55,1
Shelf_1629,3F,13,1
Shelf_1630,3F,45,10
Shelf_1631,2F,56,6
Shelf_1632,3F,21,13
Shelf_1633,3F,35,26
Shelf_1634,3F,20,13
Shelf_1635,2F,48,13
Shelf_1636,3F,27,2
Shelf_1637,2F,41,12
Shelf_1638,3F,22,14
Shelf_1639,2F,15,5
Shelf_1640,3F,48,24
Shelf_1641,2F,54,20
Shelf_1642,2F,22,20
Shelf_1643,2F,27,2
Shelf_1644,2F,14,1
Shelf_1645,3F,11,13
Shelf_1646,3F,44,24
Shelf_1647,3F,35,6
Shelf_1648,3F,55,10
Shelf_1649,2F,56,2
Shelf_1650,2F,59,16
Shelf_1651,2F,37,6
Shelf_1652,3F,24,21
Shelf_1653,3F,27,30
Shelf_1654,2F,31,12
Shelf_1655,3F,18,24
Shelf_1656,3F,31,30
Shelf_1657,2F,32,30
Shelf_1658,3F,56,20
Shelf_1659,2F,22,9
Shelf_1660,2F,50,10
Shelf_1661,2F,27,23
Shelf_1662,2F,46,18
Shelf_1663,3F,49,8
Shelf_1664,2F,22,10
Shelf_1665,2F,38,6
Shelf_1666,3F,32,23
Shelf_1667,2F,12,12
Shelf_1668,3F,38,26
Shelf_1669,2F,32,12
Shelf_1670,3F,48,18
Shelf_1671,3F,41,14
Shelf_1672,3F,52,1
Shelf_1673,3F,59,17
Shelf_1674,2F,42,4
Shelf_1675,2F,59,18
Shelf_1676,3F,48,20
Shelf_1677,3F,39,30
Shelf_1678,2F,31,30
Shelf_1679,3F,19,17
Shelf_1680,3F,30,26
Shelf_1681,2F,40,27
Shelf_1682,2F,49,2
Shelf_1683,2F,38,12
Shelf_1684,2F,36,28
Shelf_1685,3F,52,13
Shelf_1686,3F,35,28
Shelf_1687,2F,14,20
Shelf_1688,2F,10,1
Shelf_1689,2F,29,23
Shelf_1690,3F,22,13
Shelf_1691,3F,35,9
Shelf_1692,2F,57,4
Shelf_1693,3F,34,30
Shelf_1694,2F,12,5
Shelf_1695,3F,47,16
Shelf_1696,2F,19,13
Shelf_1697,2F,54,1
Shelf_1698,2F,23,13
Shelf_1699,2F,47,13
Shelf_1700,3F,35,1
Shelf_1701,3F,56,8
Shelf_1702,3F,55,12
Shelf_1703,2F,40,5
Shelf_1704,3F,31,6
Shelf_1705,2F,33,12
Shelf_1706,2F,16,2
Shelf_1707,2F,40,4
Shelf_1708,2F,35,23
Shelf_1709,2F,50,12
Shelf_1710,3F,40,8
Shelf_1711,2F,52,13
Shelf_1712,3F,35,27
Shelf_1713,3F,12,4
Shelf_1714,3F,39,28
Shelf_1715,2F,45,14
Shelf_1716,2F,59,12
Shelf_1717,3F,11,12
Shelf_1718,2F,10,24
Shelf_1719,3F,23,12
Shelf_1720,3F,54,4
Shelf_1721,2F,47,8
Shelf_1722,2F,36,21
Shelf_1723,2F,15,17
Shelf_1724,2F,24,5
Shelf_1725,2F,47,24
Shelf_1726,2F,21,16
Shelf_1727,3F,10,2
Shelf_1728,2F,24,10
Shelf_1729,2F,39,17
Shelf_1730,2F,37,28
Shelf_1731,3F,29,12
Shelf_1732,3F,33,14
Shelf_1733,3F,41,16
Shelf_1734,2F,33,28
Shelf_1735,3F,50,17
Shelf_1736,3F,38,28
Shelf_1737,3F,56,17
Shelf_1738,2F,27,17
Shelf_1739,3F,38,14
Shelf_1740,3F,33,26
Shelf_1741,3F,26,16
Shelf_1742,3F,38,10
Shelf_1743,3F,8,16
Shelf_1744,2F,33,1
Shelf_1745,2F,19,6
Shelf_1746,2F,30,5
Shelf_1747,3F,59,24
Shelf_1748,2F,36,2
Shelf_1749,2F,41,16
Shelf_1750,2F,40,8
Shelf_1751,2F,55,17
Shelf_1752,2F,18,24
Shelf_1753,2F,32,1
Shelf_1754,2F,32,16
Shelf_1755,2F,23,8
Shelf_1756,2F,28,17
Shelf_1757,2F,32,14
Shelf_1758,3F,9,17
Shelf_1759,2F,13,2
Shelf_1760,3F,36,18
Shelf_1761,3F,57,14
Shelf_1762,3F,49,16
Shelf_1763,2F,37,26
Shelf_1764,3F,31,28
Shelf_1765,3F,54,21
Shelf_1766,3F,11,14
Shelf_1767,2F,57,5
Shelf_1768,2F,15,10
Shelf_1769,2F,11,4
Shelf_1770,3F,26,18
Shelf_1771,2F,27,13
Shelf_1772,3F,42,21
Shelf_1773,3F,9,10
Shelf_1774,2F,10,21
Shelf_1775,3F,34,2
Shelf_1776,3F,50,9
Shelf_1777,2F,22,24
Shelf_1778,2F,21,2
Shelf_1779,2F,10,18
Shelf_1780,2F,39,26
Shelf_1781,2F,11,16
Shelf_1782,2F,13,10
Shelf_1783,2F,48,9
Shelf_1784,2F,59,6
Shelf_1785,2F,33,16
Shelf_1786,3F,17,2
Shelf_1787,3F,50,2
Shelf_1788,2F,59,14
Shelf_1789,2F,30,16
Shelf_1790,3F,18,18
Shelf_1791,3F,36,27
Shelf_1792,3F,41,8
Shelf_1793,2F,29,28
Shelf_1794,3F,41,23
Shelf_1795,2F,21,5
Shelf_1796,2F,13,20
Shelf_1797,2F,38,14
Shelf_1798,3F,56,13
Shelf_1799,2F,26,20
Shelf_1800,2F,11,20
Shelf_1801,3F,21,1
Shelf_1802,3F,10,6
Shelf_1803,3F,32,4
Shelf_1804,3F,33,18
Shelf_1805,3F,29,27
Shelf_1806,3F,12,8
Shelf_1807,3F,40,16
Shelf_1808,3F,9,13
Shelf_1809,3F,15,6
Shelf_1810,2F,59,19
Shelf_1811,3F,26,12
Shelf_1812,3F,28,8
Shelf_1813,2F,14,13
Shelf_1814,2F,13,14
Shelf_1815,2F,47,17
Shelf_1816,2F,45,6
Shelf_1817,2F,44,6
Shelf_1818,3F,22,2
Shelf_1819,2F,37,20
Shelf_1820,2F,49,10
Shelf_1821,2F,23,20
Shelf_1822,2F,23,23
Shelf_1823,3F,10,1
Shelf_1824,2F,8,8
Shelf_1825,2F,36,20
Shelf_1826,2F,44,12
Shelf_1827,2F,19,1
Shelf_1828,3F,59,7
Shelf_1829,3F,12,18
Shelf_1830,2F,54,2
Shelf_1831,2F,46,14
Shelf_1832,2F,19,14
Shelf_1833,2F,8,23
Shelf_1834,3F,23,1
Shelf_1835,3F,59,6
Shelf_1836,3F,33,6
Shelf_1837,2F,42,9
Shelf_1838,2F,56,1
Shelf_1839,2F,37,2
Shelf_1840,2F,52,4
Shelf_1841,2F,12,4
Shelf_1842,2F,35,8
Shelf_1843,3F,51,1
Shelf_1844,3F,14,4
Shelf_1845,2F,13,9
Shelf_1846,3F,47,23
Shelf_1847,2F,44,24
Shelf_1848,2F,33,18
Shelf_1849,3F,50,14
Shelf_1850,2F,13,6
Shelf_1851,2F,26,9
Shelf_1852,3F,19,9
Shelf_1853,3F,41,17
Shelf_1854,2F,36,13
Shelf_1855,3F,57,20
Shelf_1856,2F,28,24
Shelf_1857,3F,20,9
Shelf_1858,3F,49,20
Shelf_1859,3F,39,18
Shelf_1860,2F,41,24
Shelf_1861,3F,14,2
Shelf_1862,2F,30,2
Shelf_1863,3F,55,9
Shelf_1864,2F,56,13
Shelf_1865,2F,31,17
Shelf_1866,2F,38,20
Shelf_1867,2F,13,23
Shelf_1868,3F,27,27
Shelf_1869,3F,33,2
Shelf_1870,2F,30,23
Shelf_1871,3F,53,10
Shelf_1872,3F,56,10
Shelf_1873,3F,23,8
Shelf_1874,3F,20,8
Shelf_1875,2F,21,20
Shelf_1876,2F,44,17
Shelf_1877,3F,31,26
Shelf_1878,3F,27,9
Shelf_1879,3F,40,9
Shelf_1880,3F,9,5
Shelf_1881,3F,28,23
Shelf_1882,3F,16,17
Shelf_1883,2F,47,4
Shelf_1884,3F,20,2
Shelf_1885,2F,24,2
Shelf_1886,2F,35,13
Shelf_1887,3F,59,13
Shelf_1888,2F,14,24
Shelf_1889,3F,36,5
Shelf_1890,3F,56,9
Shelf_1891,3F,56,21
Shelf_1892,3F,10,14
Shelf_1893,3F,42,8
Shelf_1894,2F,33,17
Shelf_1895,2F,8,1
Shelf_1896,2F,48,12
Shelf_1897,3F,37,9
Shelf_1898,3F,52,20
Shelf_1899,3F,10,12
Shelf_1900,2F,16,6
Shelf_1901,2F,40,20
Shelf_1902,2F,33,30
Shelf_1903,2F,24,24
Shelf_1904,3F,16,4
Shelf_1905,2F,56,16
Shelf_1906,2F,40,6
Shelf_1907,2F,54,12
Shelf_1908,3F,46,6
Shelf_1909,2F,8,24
Shelf_1910,3F,8,1
Shelf_1911,3F,35,21
Shelf_1912,3F,15,2
Shelf_1913,3F,56,1
Shelf_1914,2F,56,12
Shelf_1915,3F,48,21
Shelf_1916,2F,55,2
Shelf_1917,3F,10,13
Shelf_1918,3F,24,12
Shelf_1919,3F,20,10
Shelf_1920,2F,42,14
Shelf_1921,2F,50,23
Shelf_1922,3F,58,1
Shelf_1923,3F,53,16
Shelf_1924,3F,19,24
Shelf_1925,3F,23,10
Shelf_1926,2F,25,1
Shelf_1927,2F,32,24
Shelf_1928,3F,39,16
Shelf_1929,2F,12,20
